MARCA,MODELLO,COSTO_KM_15000KM,FRINGE_25,FRINGE_30,FRINGE_50,FRINGE_60,TIPO_ALIMENTAZIONE
AUDI,RS6 AVANT 40 4.0 TFSI 600CV QUATTRO TIPTRONIC HYBRID,1.7117,6418.88,7702.65,12837.75,15405.3,Ibrido Benzina
AUDI,RS7 SPB 4.0 600CV QUATTRO TIPTRONIC HYBRID,1.7508,6565.5,7878.6,13131.0,15757.2,Ibrido Benzina
AUDI,S8 3.0 TFSI QUATTRO TIPTRONIC 570CV HYBRID,1.7113,6417.38,7700.85,12834.75,15401.7,Ibrido Benzina
BMW,120 48V MOD 2024 1.5 170CV MHYBRID,0.6407,2402.63,2883.15,4805.25,5766.3,Ibrido Benzina
BMW,220I 2022 48V 1.5 170CV ACTIVE TOURER,0.6536,2451.0,2941.2,4902.0,5882.4,Ibrido Benzina
BMW,223I 2022 48V 2.0 218CV ACTIVE TOURER,0.6764,2536.5,3043.8,5073.0,6087.6,Ibrido Benzina
BMW,223I 2022 48V 2.0 XDRIVE 218CV ACTIVE TOURER,0.7131,2674.13,3208.95,5348.25,6417.9,Ibrido Benzina
BMW,520I 48V SDRIVE 2.0 208CV MILD HYBRID,0.8668,3250.5,3900.6,6501.0,7801.2,Ibrido Benzina
BMW,M340I XDRIVE 3.0 374CV IBRIDO-BENZINA,1.0392,3897.0,4676.4,7794.0,9352.8,Ibrido Benzina
BMW,M440I XDRIVE 3.0 374CV CABRIO IBRIDO BENZINA,1.1634,4362.75,5235.3,8725.5,10470.6,Ibrido Benzina
BMW,M440I XDRIVE 3.0 374CV COUPÈ IBRIDO BENZINA,1.0958,4109.25,4931.1,8218.5,9862.2,Ibrido Benzina
BMW,X1 2022 SDRIVE 20I 1.5 170CV IBRIDO BENZINA,0.6568,2463.0,2955.6,4926.0,5911.2,Ibrido Benzina
BMW,X1 2022 XDRIVE 23I 2.0 218CV IBRIDO BENZINA,0.7529,2823.38,3388.05,5646.75,6776.1,Ibrido Benzina
BMW,X2 SDRIVE 20I 1.5 170CV IBRIDO BENZINA,0.6768,2538.0,3045.6,5076.0,6091.2,Ibrido Benzina
BMW,X3 XDRIVE20 2.0 MHYBRID 208CV MOD 2024,0.8707,3265.13,3918.15,6530.25,7836.3,Ibrido Benzina
BMW,X4 XDRIVE 20I 2.0 184CV IBRIDO BENZINA,0.8866,3324.75,3989.7,6649.5,7979.4,Ibrido Benzina
BMW,X4 XDRIVE 30I 2.0 252CV IBRIDO BENZINA,0.9542,3578.25,4293.9,7156.5,8587.8,Ibrido Benzina
BMW,X4 XDRIVE M40I 3.0 360CV IBRIDO BENZINA,1.1268,4225.5,5070.6,8451.0,10141.2,Ibrido Benzina
BMW,X5 M60I 4.4 48V 530CV IBRIDO BENZINA,1.4505,5439.38,6527.25,10878.75,13054.5,Ibrido Benzina
BMW,X5 XDRIVE 40I 3.0 380CV IBRIDO BENZINA,1.1543,4328.63,5194.35,8657.25,10388.7,Ibrido Benzina
CITROEN,C3 AIRCROSS 1.2 MHYBRID 136CV MOD 2024,0.4921,1845.38,2214.45,3690.75,4428.9,Ibrido Benzina
CITROEN,C4 E-DCS6 1.2 MHYBRID 136CV MOD 2024,0.5531,2074.13,2488.95,4148.25,4977.9,Ibrido Benzina
CITROEN,C4 E-DCS6 1.2 MHYBRID 100CV MOD 2024,0.5254,1970.25,2364.3,3940.5,4728.6,Ibrido Benzina
CITROEN,C5 AIRCROSS E-DCS 1.2 136CV HYBRID,0.5759,2159.63,2591.55,4319.25,5183.1,Ibrido Benzina
CUPRA,FORMENTOR 1.5 150CV IBRIDO BENZINA,0.6284,2356.5,2827.8,4713.0,5655.6,Ibrido Benzina
CUPRA,LEON 1.5 150CV IBRIDO-BENZINA,0.6307,2365.13,2838.15,4730.25,5676.3,Ibrido Benzina
CUPRA,LEON SPORTSTOURER 1.5 150CV IBRIDO-BENZINA,0.6479,2429.63,2915.55,4859.25,5831.1,Ibrido Benzina
CUPRA,TERRAMAR 1.5 MHYBRID 150CV MOD 2024,0.6461,2422.88,2907.45,4845.75,5814.9,Ibrido Benzina
DACIA,DUSTER 1.6 140CV FULL HYBRID,0.5056,1896.0,2275.2,3792.0,4550.4,Ibrido Benzina
DACIA,DUSTER TCE 1.2 130CV MILD HYBRID,0.4672,1752.0,2102.4,3504.0,4204.8,Ibrido Benzina
DACIA,JOGGER 1.6 140CV IBRIDO BENZINA,0.4916,1843.5,2212.2,3687.0,4424.4,Ibrido Benzina
DS,DS3 1.2 MHYBRID 136 CV MOD 2024,0.5845,2191.88,2630.25,4383.75,5260.5,Ibrido Benzina
DS,DS4 1.2 MHYBRID 136CV MOD 2024,0.6251,2344.13,2812.95,4688.25,5625.9,Ibrido Benzina
FIAT,500 1.0 70CV HYBRID,0.3973,1489.88,1787.85,2979.75,3575.7,Ibrido Benzina
FIAT,500C 1.0 70CV CABRIO HYBRID,0.4197,1573.88,1888.65,3147.75,3777.3,Ibrido Benzina
FIAT,500X 1.5 130CV IBRIDO BENZINA,0.5187,1945.13,2334.15,3890.25,4668.3,Ibrido Benzina
FIAT,600 1.2 100CV IBRIDO BENZINA,0.4999,1874.63,2249.55,3749.25,4499.1,Ibrido Benzina
FIAT,601 1.2 136CV IBRIDO BENZINA,0.5119,1919.63,2303.55,3839.25,4607.1,Ibrido Benzina
FIAT,PANDA 1.0 69CV HYBRID,0.3797,1423.88,1708.65,2847.75,3417.3,Ibrido Benzina
FIAT,TIPO 1.5 130CV HYBRID,0.5264,1974.0,2368.8,3948.0,4737.6,Ibrido Benzina
FIAT,TIPO SW 1.5 130CV HYBRID,0.5398,2024.25,2429.1,4048.5,4858.2,Ibrido Benzina
FORD,FOCUS IV 1.0 ECOBOOST 125CV IBRIDO-BENZINA,0.5429,2035.88,2443.05,4071.75,4886.1,Ibrido Benzina
FORD,FOCUS IV 1.0 ECOBOOST 155CV IBRIDO BENZINA,0.5915,2218.13,2661.75,4436.25,5323.5,Ibrido Benzina
FORD,KUGA 2024 2.5 FHEV 180CV 2WD,0.6413,2404.88,2885.85,4809.75,5771.7,Ibrido Benzina
FORD,KUGA 2024 2.5 FHEV 183CV 4WD,0.6726,2522.25,3026.7,5044.5,6053.4,Ibrido Benzina
FORD,PUMA 2019 1.0 ECOBOOST 125CV HYBRID,0.5213,1954.88,2345.85,3909.75,4691.7,Ibrido Benzina
FORD,PUMA 2019 1.0 ECOBOOST 155CV HYBRID,0.579,2171.25,2605.5,4342.5,5211.0,Ibrido Benzina
FORD,PUMA 2019 1.0 ECOBOOST 160CV HYBRID,0.6414,2405.25,2886.3,4810.5,5772.6,Ibrido Benzina
HONDA,CIVIC 2.0 185CV FULL HYBRID,0.6301,2362.88,2835.45,4725.75,5670.9,Ibrido Benzina
HONDA,CR-V 2.0 HEV 184CV 2WD IBRIDO BENZINA,0.7374,2765.25,3318.3,5530.5,6636.6,Ibrido Benzina
HONDA,CR-V 2.0 HEV 184CV 4WD IBRIDO BENZINA,0.7674,2877.75,3453.3,5755.5,6906.6,Ibrido Benzina
HONDA,HR-V 1.5 HEV ECVT 130CV FULL HYBRID,0.5152,1932.0,2318.4,3864.0,4636.8,Ibrido Benzina
HONDA,ZR-V 2.0 HEV 184CV FULL HYBRID,0.6721,2520.38,3024.45,5040.75,6048.9,Ibrido Benzina
HYUNDAI,BAYON 1.0 T-GDI 100CV IBRIDO BENZINA,0.4694,1760.25,2112.3,3520.5,4224.6,Ibrido Benzina
HYUNDAI,I20 1.0 T-GDI 48V 100CV IBRIDO BENZINA,0.4717,1768.88,2122.65,3537.75,4245.3,Ibrido Benzina
HYUNDAI,I30 1.0 120CV IBRIDO BENZINA,0.5387,2020.13,2424.15,4040.25,4848.3,Ibrido Benzina
HYUNDAI,I30 1.5 160CV IBRIDO BENZINA,0.5866,2199.75,2639.7,4399.5,5279.4,Ibrido Benzina
HYUNDAI,I30 SW 1.0 T-GDI MHYBRID 100CV MOD 2024,0.5676,2128.5,2554.2,4257.0,5108.4,Ibrido Benzina
HYUNDAI,I30 SW 1.5 T-GDI MHYBRID 140CV MOD 2024,0.595,2231.25,2677.5,4462.5,5355.0,Ibrido Benzina
HYUNDAI,KONA 1.6 DCT FHYBRID 129CV MOD 2024,0.5517,2068.88,2482.65,4137.75,4965.3,Ibrido Benzina
HYUNDAI,SANTAFE 1.6 T-GDI 2WD HYBRID 215CV MOD 2024,0.7323,2746.13,3295.35,5492.25,6590.7,Ibrido Benzina
HYUNDAI,SANTAFE 1.6 T-GDI 4WD HYBRID 215CV MOD 2024,0.761,2853.75,3424.5,5707.5,6849.0,Ibrido Benzina
HYUNDAI,TUCSON 1.6 HEV 230CV 2WD IBRIDO BENZINA,0.6038,2264.25,2717.1,4528.5,5434.2,Ibrido Benzina
HYUNDAI,TUCSON 1.6 HEV 230CV 4WD IBRIDO BENZINA,0.6536,2451.0,2941.2,4902.0,5882.4,Ibrido Benzina
HYUNDAI,TUCSON 1.6 T-GDI 150CV MILD HYBRID,0.581,2178.75,2614.5,4357.5,5229.0,Ibrido Benzina
JAGUAR,E-PACE 2024 1.5 160CV IBRIDO BENZINA,0.7693,2884.88,3461.85,5769.75,6923.7,Ibrido Benzina
JAGUAR,E-PACE 2024 2.0 250CV IBRIDO BENZINA,0.8821,3307.88,3969.45,6615.75,7938.9,Ibrido Benzina
JAGUAR,F-PACE 2024 3.0 AWD 400CV IBRIDO BENZINA,1.2698,4761.75,5714.1,9523.5,11428.2,Ibrido Benzina
JEEP,AVENGER 1.2 T MHEV 100CV IBRIDO BENZINA,0.4869,1825.88,2191.05,3651.75,4382.1,Ibrido Benzina
JEEP,COMPASS 1.5 T4 130CV IBRIDO BENZINA,0.6229,2335.88,2803.05,4671.75,5606.1,Ibrido Benzina
JEEP,RENEGADE 1.5 T4 130CV IBRIDO BENZINA,0.5767,2162.63,2595.15,4325.25,5190.3,Ibrido Benzina
KIA,CEED 1.5 T-GDI MHYBRID 140CV MOD 2024,0.6036,2263.5,2716.2,4527.0,5432.4,Ibrido Benzina
KIA,CEED SW 1.0 T-GDI MHYBRID 100CV MOD 2024,0.5493,2059.88,2471.85,4119.75,4943.7,Ibrido Benzina
KIA,NIRO 2022 1.6 GDI 140CV IBRIDO-BENZINA,0.5391,2021.63,2425.95,4043.25,4851.9,Ibrido Benzina
KIA,SORENTO 1.6 T-GDI FHYBRID 215CV MOD 2024,0.7315,2743.13,3291.75,5486.25,6583.5,Ibrido Benzina
KIA,SPORTAGE 1.6 TGDI FHYBRID 2WD 210CV MOD 2024,0.6237,2338.88,2806.65,4677.75,5613.3,Ibrido Benzina
KIA,SPORTAGE 1.6 TGDI FHYBRID AWD 210CV MOD 2024,0.6862,2573.25,3087.9,5146.5,6175.8,Ibrido Benzina
KIA,SPORTAGE 1.6 TGDI MHYBRID 160CV MOD 2024,0.5978,2241.75,2690.1,4483.5,5380.2,Ibrido Benzina
KIA,STONIC 2020 1.0 TGDI 100CV IBRIDO-BENZINA,0.4396,1648.5,1978.2,3297.0,3956.4,Ibrido Benzina
KIA,XCEED 1.5 T-GDI MHYBRID 140CV MOD 2024,0.5383,2018.63,2422.35,4037.25,4844.7,Ibrido Benzina
LANCIA,YPSILON 1.2 HYBRID 100CV MOD 2024,0.4827,1810.13,2172.15,3620.25,4344.3,Ibrido Benzina
LAND,ROVER DEFENDER 110 3.0 I6 400CV AWD IBRIDO BENZINA,1.1619,4357.13,5228.55,8714.25,10457.1,Ibrido Benzina
LAND,ROVER DEFENDER 130 3.0 I6 400CV AWD IBRIDO BENZINA,1.2952,4857.0,5828.4,9714.0,11656.8,Ibrido Benzina
LAND,ROVER DISCOVERY 3.0 I6 300CV AWD IBRIDO BENZINA,1.2439,4664.63,5597.55,9329.25,11195.1,Ibrido Benzina
LAND,ROVER RANGE ROVER EVOQUE 2023 1.5 I3 160CV IBRIDO BENZINA,0.7511,2816.63,3379.95,5633.25,6759.9,Ibrido Benzina
LAND,ROVER RANGE ROVER EVOQUE 2023 2.0 250CV AWD IBRIDO BENZINA,0.9509,3565.88,4279.05,7131.75,8558.1,Ibrido Benzina
LAND,ROVER RANGE ROVER SPORT 4.4 V8 635CV IBRIDO BENZINA,2.2348,8380.5,10056.6,16761.0,20113.2,Ibrido Benzina
LEXUS,ES 2.5 218CV,0.8316,3118.5,3742.2,6237.0,7484.4,Ibrido Benzina
LEXUS,LBX 1.5 136CV IBRIDO BENZINA,0.5658,2121.75,2546.1,4243.5,5092.2,Ibrido Benzina
LEXUS,LBX 1.5 136CV 4WD IBRIDO BENZINA,0.5989,2245.88,2695.05,4491.75,5390.1,Ibrido Benzina
LEXUS,LC COUPÉ 3.5 360CV IBRIDO BENZINA,1.4164,5311.5,6373.8,10623.0,12747.6,Ibrido Benzina
LEXUS,LM 2.5 250CV MULTISPAZIO HYBRID,1.4401,5400.38,6480.45,10800.75,12960.9,Ibrido Benzina
LEXUS,LS 3.5 359CV IBRIDO BENZINA,1.4169,5313.38,6376.05,10626.75,12752.1,Ibrido Benzina
LEXUS,NX 2.5 244CV IBRIDO BENZINA,0.8581,3217.88,3861.45,6435.75,7722.9,Ibrido Benzina
LEXUS,NX 2.5 244CV 4WD IBRIDO BENZINA,0.8797,3298.88,3958.65,6597.75,7917.3,Ibrido Benzina
LEXUS,RX 350H 2.5 250CV IBRIDO BENZINA,1.0086,3782.25,4538.7,7564.5,9077.4,Ibrido Benzina
LEXUS,RX 500H 2.4 370CV IBRIDO BENZINA,1.2737,4776.38,5731.65,9552.75,11463.3,Ibrido Benzina
LEXUS,UX 300H 2.0 200CV 2WD,0.6534,2450.25,2940.3,4900.5,5880.6,Ibrido Benzina
LEXUS,UX 300H 2.0 200CV 4WD,0.7031,2636.63,3163.95,5273.25,6327.9,Ibrido Benzina
MASERATI,GRECALE 2.0 300CV MHEV IBRIDO BENZINA,1.0589,3970.88,4765.05,7941.75,9530.1,Ibrido Benzina
MAZDA,2 2024 1.5 116CV FULL HYBRID,0.4725,1771.88,2126.25,3543.75,4252.5,Ibrido Benzina
MAZDA,3 2.0 122CV MOD. 2024 IBRIDO BENZINA,0.5327,1997.63,2397.15,3995.25,4794.3,Ibrido Benzina
MAZDA,3 2.0 150CV MOD. 2024 IBRIDO BENZINA,0.5408,2028.0,2433.6,4056.0,4867.2,Ibrido Benzina
MAZDA,3 2.0 186CV 2WD MOD. 2024 IBRIDO BENZINA,0.5573,2089.88,2507.85,4179.75,5015.7,Ibrido Benzina
MAZDA,3 2.0 186CV 4WD MOD. 2024 IBRIDO BENZINA,0.6041,2265.38,2718.45,4530.75,5436.9,Ibrido Benzina
MAZDA,3 2.5 140CV MOD. 2024 IBRIDO BENZINA,0.5621,2107.88,2529.45,4215.75,5058.9,Ibrido Benzina
MAZDA,CX-30 2.0 120CV 2WD HYBRID,0.5433,2037.38,2444.85,4074.75,4889.7,Ibrido Benzina
MAZDA,CX-30 2.0 150CV 4WD HYBRID,0.5961,2235.38,2682.45,4470.75,5364.9,Ibrido Benzina
MAZDA,CX-30 2.0 150CV 2WD HYBRID,0.5514,2067.75,2481.3,4135.5,4962.6,Ibrido Benzina
MAZDA,CX-30 2.0 186CV 2WD IBRIDA,0.5807,2177.63,2613.15,4355.25,5226.3,Ibrido Benzina
MAZDA,CX-30 2.0 186CV 4WD IBRIDA,0.6023,2258.63,2710.35,4517.25,5420.7,Ibrido Benzina
MAZDA,CX-5 2.0L E-SKYACTIV-G 165CV 2WD MHEV,0.6496,2436.0,2923.2,4872.0,5846.4,Ibrido Benzina
MAZDA,CX-5 2.0L E-SKYACTIV-G 165CV 4WD MHEV,0.6798,2549.25,3059.1,5098.5,6118.2,Ibrido Benzina
MERCEDES,A 35 AMG 2023 4MATIC 2.0 306CV IBRIDO BENZINA,0.8568,3213.0,3855.6,6426.0,7711.2,Ibrido Benzina
MERCEDES,A180 AUT 2023 1.3 136CV IBRIDO BENZINA,0.6384,2394.0,2872.8,4788.0,5745.6,Ibrido Benzina
MERCEDES,A200 AUT 2023 1.3 163CV IBRIDO BENZINA,0.7054,2645.25,3174.3,5290.5,6348.6,Ibrido Benzina
MERCEDES,A250 AUT 2023 4MATIC 2.0 224CV IBRIDO BENZINA,0.7607,2852.63,3423.15,5705.25,6846.3,Ibrido Benzina
MERCEDES,B180 AUT 2023 1.3 136CV IBRIDO BENZINA,0.6591,2471.63,2965.95,4943.25,5931.9,Ibrido Benzina
MERCEDES,B200 AUT 2023 1.3 163CV IBRIDO BENZINA,0.7003,2626.13,3151.35,5252.25,6302.7,Ibrido Benzina
MERCEDES,B250 AUT 2023 2.0 225CV IBRIDO BENZINA,0.713,2673.75,3208.5,5347.5,6417.0,Ibrido Benzina
MERCEDES,C 43 AMG 4MATIC 408CV,1.0656,3996.0,4795.2,7992.0,9590.4,Ibrido Benzina
MERCEDES,C200 1.5 204CV BERLINA MILD HYBRID,0.8522,3195.75,3834.9,6391.5,7669.8,Ibrido Benzina
MERCEDES,C200 1.5 204CV SW MILD HYBRID,0.8676,3253.5,3904.2,6507.0,7808.4,Ibrido Benzina
MERCEDES,CLA 180 AUT 1.3 136CV IBRIDO BENZINA,0.7273,2727.38,3272.85,5454.75,6545.7,Ibrido Benzina
MERCEDES,CLA 200 AUT 1.3 163CV IBRIDO BENZINA,0.7581,2842.88,3411.45,5685.75,6822.9,Ibrido Benzina
MERCEDES,CLA 250 AUT 4MATIC 2.0 224CV IBRIDO BENZINA,0.8414,3155.25,3786.3,6310.5,7572.6,Ibrido Benzina
MERCEDES,CLA 35 AMG 4MATIC 2.0 306CV IBRIDO BENZINA,0.9626,3609.75,4331.7,7219.5,8663.4,Ibrido Benzina
MERCEDES,CLE 180 MHYBRID 170CV MOD 2024,0.8334,3125.25,3750.3,6250.5,7500.6,Ibrido Benzina
MERCEDES,CLE 200 4 MATIC MHYBRID 204CV MOD 2024,0.8837,3313.88,3976.65,6627.75,7953.3,Ibrido Benzina
MERCEDES,CLE 200 COUPÉ 2.0 204CV IBRIDO BENZINA,0.8552,3207.0,3848.4,6414.0,7696.8,Ibrido Benzina
MERCEDES,CLE 300 COUPÉ 4MATIC 2.0 258CV AMG IBRIDO BENZINA,0.965,3618.75,4342.5,7237.5,8685.0,Ibrido Benzina
MERCEDES,CLE 450 COUPÉ 4MATIC 3.0 381CV AMG IBRIDO BENZINA,1.1469,4300.88,5161.05,8601.75,10322.1,Ibrido Benzina
MERCEDES,E200 2.0 204CV MILD HYBRID,0.897,3363.75,4036.5,6727.5,8073.0,Ibrido Benzina
MERCEDES,G 500 3.0 450CV IBRIDO BENZINA,1.7204,6451.5,7741.8,12903.0,15483.6,Ibrido Benzina
MERCEDES,G 63 AMG 4.0 585CV IBRIDO BENZINA,2.1884,8206.5,9847.8,16413.0,19695.6,Ibrido Benzina
MERCEDES,GLA 180 AUT 1.3 136CV IBRIDO BENZINA,0.654,2452.5,2943.0,4905.0,5886.0,Ibrido Benzina
MERCEDES,GLA 200 AUT 1.3 163CV IBRIDO BENZINA,0.7095,2660.63,3192.75,5321.25,6385.5,Ibrido Benzina
MERCEDES,GLA 250 AUT 4MATIC 2.0 224CV IBRIDO BENZINA,0.7995,2998.13,3597.75,5996.25,7195.5,Ibrido Benzina
MERCEDES,GLA 35 4MATIC AMG 2.0 306CV IBRIDO BENZINA,0.9422,3533.25,4239.9,7066.5,8479.8,Ibrido Benzina
MERCEDES,GLB 180 1.3 MHYBRID 136CV MOD 2024,0.6676,2503.5,3004.2,5007.0,6008.4,Ibrido Benzina
MERCEDES,GLB 200 1.3 MHYBRID 163CV MOD 2024,0.7059,2647.13,3176.55,5294.25,6353.1,Ibrido Benzina
MERCEDES,GLB 250 2.0 MHYBRID 224CV MOD 2024,0.8326,3122.25,3746.7,6244.5,7493.4,Ibrido Benzina
MERCEDES,GLB 35 4MATIC MHYBRID 306CV MOD 2024,0.964,3615.0,4338.0,7230.0,8676.0,Ibrido Benzina
MERCEDES,GLC 200 4M 204CV IBRIDO BENZINA,0.8965,3361.88,4034.25,6723.75,8068.5,Ibrido Benzina
MERCEDES,GLC 300 4M 260CV IBRIDO BENZINA,1.0018,3756.75,4508.1,7513.5,9016.2,Ibrido Benzina
MERCEDES,GT COUPÉ 4 43 4MATIC 3.0 367CV IBRIDO BENZINA,1.3952,5232.0,6278.4,10464.0,12556.8,Ibrido Benzina
MERCEDES,GT COUPÉ 4 53 4MATIC 3.0 435CV IBRIDO BENZINA,1.5607,5852.63,7023.15,11705.25,14046.3,Ibrido Benzina
MG,MG3 1.5 HYBRID+ 194CV MOD 2024,0.4391,1646.63,1975.95,3293.25,3951.9,Ibrido Benzina
MINI,MINI COUNTRYMAN 1.5 170CV IBRIDO BENZINA,0.6308,2365.5,2838.6,4731.0,5677.2,Ibrido Benzina
MINI,MINI COUNTRYMAN S ALL4 2.0 204CV IBRIDO BENZINA,0.6876,2578.5,3094.2,5157.0,6188.4,Ibrido Benzina
MITSUBISHI,ASX 2024 1.3L MHEV 140CV,0.5237,1963.88,2356.65,3927.75,4713.3,Ibrido Benzina
MITSUBISHI,ASX 2024 1.3L MHEV 158CV,0.5559,2084.63,2501.55,4169.25,5003.1,Ibrido Benzina
MITSUBISHI,ASX 2024 1.6L HEV 143CV FULL HYBRID,0.563,2111.25,2533.5,4222.5,5067.0,Ibrido Benzina
MITSUBISHI,COLT 2024 1.6 143CV FULL HYBRID,0.5167,1937.63,2325.15,3875.25,4650.3,Ibrido Benzina
NISSAN,JUKE 2022 1.6 HEV 140CV IBRIDO BENZINA,0.5381,2017.88,2421.45,4035.75,4842.9,Ibrido Benzina
NISSAN,QASHQAI 2023 1.3 MHEV 158CV,0.6443,2416.13,2899.35,4832.25,5798.7,Ibrido Benzina
NISSAN,QASHQAI 2023 1.3 MHEV 140CV,0.5375,2015.63,2418.75,4031.25,4837.5,Ibrido Benzina
NISSAN,QASHQAI E POWER 1.5 190CV IBRIDO-BENZINA,0.5961,2235.38,2682.45,4470.75,5364.9,Ibrido Benzina
NISSAN,X-TRAIL 1.5 MHYBRID 163CV MOD 2024,0.6268,2350.5,2820.6,4701.0,5641.2,Ibrido Benzina
NISSAN,X-TRAIL 1.5 E POWER 2WD 204CV,0.6214,2330.25,2796.3,4660.5,5592.6,Ibrido Benzina
NISSAN,X-TRAIL 1.5 E POWER E-4WD 213CV,0.6686,2507.25,3008.7,5014.5,6017.4,Ibrido Benzina
OPEL,ASTRA 1.2 136CV BERLINA IBRIDO BENZINA,0.5602,2100.75,2520.9,4201.5,5041.8,Ibrido Benzina
OPEL,ASTRA 1.2 136CV STATION IBRIDO BENZINA,0.571,2141.25,2569.5,4282.5,5139.0,Ibrido Benzina
OPEL,CORSA 1.2 100CV IBRIDO BENZINA,0.4771,1789.13,2146.95,3578.25,4293.9,Ibrido Benzina
OPEL,CORSA 1.2 136CV IBRIDO BENZINA,0.512,1920.0,2304.0,3840.0,4608.0,Ibrido Benzina
OPEL,FRONTERA 1.2 100CV IBRIDO BENZINA,0.487,1826.25,2191.5,3652.5,4383.0,Ibrido Benzina
OPEL,FRONTERA 1.2 136CV IBRIDO BENZINA,0.503,1886.25,2263.5,3772.5,4527.0,Ibrido Benzina
OPEL,GRANDLAND 1.2 136CV IBRIDO BENZINA,0.5785,2169.38,2603.25,4338.75,5206.5,Ibrido Benzina
OPEL,MOKKA 1.2 MHYBRID 136CV MOD 2024,0.5188,1945.5,2334.6,3891.0,4669.2,Ibrido Benzina
PEUGEOT,2008 136E 1.2 136 CV IBRIDO BENZINA,0.5493,2059.88,2471.85,4119.75,4943.7,Ibrido Benzina
PEUGEOT,208 1.2 100CV IBRIDO BENZINA,0.4789,1795.88,2155.05,3591.75,4310.1,Ibrido Benzina
PEUGEOT,208 1.2 136CV IBRIDO BENZINA,0.5297,1986.38,2383.65,3972.75,4767.3,Ibrido Benzina
PEUGEOT,3008 136E 1.2 136CV IBRIDO BENZINA,0.5978,2241.75,2690.1,4483.5,5380.2,Ibrido Benzina
PEUGEOT,308 1.2 136CV IBRIDO BENZINA,0.5587,2095.13,2514.15,4190.25,5028.3,Ibrido Benzina
PEUGEOT,408 136E 1.2 136CV IBRIDO BENZINA,0.5652,2119.5,2543.4,4239.0,5086.8,Ibrido Benzina
PEUGEOT,5008 136E 1.2 136CV IBRIDO BENZINA,0.6187,2320.13,2784.15,4640.25,5568.3,Ibrido Benzina
RENAULT,ARKANA 1.3 TCE 140CV IBRIDO BENZINA,0.5552,2082.0,2498.4,4164.0,4996.8,Ibrido Benzina
RENAULT,ARKANA 1.6 TCE 145CV IBRIDO BENZINA,0.5608,2103.0,2523.6,4206.0,5047.2,Ibrido Benzina
RENAULT,AUSTRAL 1.2 130CV MILD HYBRID,0.5448,2043.0,2451.6,4086.0,4903.2,Ibrido Benzina
RENAULT,AUSTRAL 1.2 E-TECH 200CV FULL HYBRID,0.6057,2271.38,2725.65,4542.75,5451.3,Ibrido Benzina
RENAULT,AUSTRAL 1.3 160CV MILD HYBRID,0.5993,2247.38,2696.85,4494.75,5393.7,Ibrido Benzina
RENAULT,CAPTUR 1.3 MHYBRID 158CV MOD 2024,0.5199,1949.63,2339.55,3899.25,4679.1,Ibrido Benzina
RENAULT,CAPTUR 1.6 FHYBRID 143CV MOD 2024,0.5206,1952.25,2342.7,3904.5,4685.4,Ibrido Benzina
RENAULT,CLIO 1.6 E-TECH 145CV IBRIDO-BENZINA,0.4545,1704.38,2045.25,3408.75,4090.5,Ibrido Benzina
RENAULT,ESPACE 1.2 200CV FULL HYBRID,0.6845,2566.88,3080.25,5133.75,6160.5,Ibrido Benzina
RENAULT,RAFALE E-TECH 1.2 200 CV FULL HYBRID,0.6137,2301.38,2761.65,4602.75,5523.3,Ibrido Benzina
RENAULT,SYMBIOZ 1.6 E-TECH FHYBRID 145CV MOD 2024,0.548,2055.0,2466.0,4110.0,4932.0,Ibrido Benzina
SEAT,LEON 1.5 116CV IBRIDO BENZINA,0.5538,2076.75,2492.1,4153.5,4984.2,Ibrido Benzina
SEAT,LEON 1.5 150CV IBRIDO BENZINA,0.5709,2140.88,2569.05,4281.75,5138.1,Ibrido Benzina
SKODA,KODIAQ 2024 1.5 M-HEV 150CV IBRIDO BENZINA,0.6257,2346.38,2815.65,4692.75,5631.3,Ibrido Benzina
SKODA,OCTAVIA 1.5 TSI MHYBRID 150CV MOD 2024,0.5914,2217.75,2661.3,4435.5,5322.6,Ibrido Benzina
SKODA,OCTAVIA WAGON 2020 1.5 E-TEC 150CV IBRIDO BENZINA,0.6091,2284.13,2740.95,4568.25,5481.9,Ibrido Benzina
SKODA,SUPERB 1.5 TSI 150CV IBRIDO BENZINA,0.6875,2578.13,3093.75,5156.25,6187.5,Ibrido Benzina
SUBARU,CROSSTREK 2.0I E-BOXER 136CV MHEV,0.6631,2486.63,2983.95,4973.25,5967.9,Ibrido Benzina
SUBARU,FORESTER 2.0 E-BOXER MHEV 166CV HYBRID,0.6873,2577.38,3092.85,5154.75,6185.7,Ibrido Benzina
SUZUKI,IGNIS 1.2 83CV HYBRID,0.4212,1579.5,1895.4,3159.0,3790.8,Ibrido Benzina
SUZUKI,S-CROSS 2022 1.4 130CV IBRIDO BENZINA,0.5022,1883.25,2259.9,3766.5,4519.8,Ibrido Benzina
SUZUKI,S-CROSS 2022 1.4 130CV AWD IBRIDO-BENZINA,0.5286,1982.25,2378.7,3964.5,4757.4,Ibrido Benzina
SUZUKI,S-CROSS 2022 1.5 140CV IBRIDO BENZINA,0.5548,2080.5,2496.6,4161.0,4993.2,Ibrido Benzina
SUZUKI,SWACE 2021 1.8 2W 122CV IBRIDO-BENZINA,0.5401,2025.38,2430.45,4050.75,4860.9,Ibrido Benzina
SUZUKI,SWIFT 1.2 83CV IBRIDO BENZINA,0.4642,1740.75,2088.9,3481.5,4177.8,Ibrido Benzina
