MARCA,MODELLO,COSTO_KM_15000KM,FRINGE_25,FRINGE_30,FRINGE_50,FRINGE_60,TIPO_ALIMENTAZIONE
CIRELLI,MOTOR COMPANY CIRELLI 2 1.5 106CV BENZ+GPL,0.4278,1604.25,1925.1,3208.5,3850.2,GPL
CIRELLI,MOTOR COMPANY CIRELLI 2 1.5 116CV BENZ+GPL,0.4367,1637.63,1965.15,3275.25,3930.3,GPL
CIRELLI,MOTOR COMPANY CIRELLI 3 1.5T 131CV BENZ+GPL,0.5256,1971.0,2365.2,3942.0,4730.4,GPL
CIRELLI,MOTOR COMPANY CIRELLI 4 1.5T 177CV BENZ+GPL,0.5313,1992.38,2390.85,3984.75,4781.7,GPL
CIRELLI,MOTOR COMPANY CIRELLI 4 PLUS 1.5T 184CV BENZ+GPL,0.5481,2055.38,2466.45,4110.75,4932.9,GPL
CIRELLI,MOTOR COMPANY CIRELLI 9 1.5T 177CV BENZ+GPL,0.5893,2209.88,2651.85,4419.75,5303.7,GPL
CIRELLI,MOTOR COMPANY CIRELLI SPORT COUPÉ 1.5T 137CV BENZ+GPL,0.5382,2018.25,2421.9,4036.5,4843.8,GPL
DACIA,DUSTER ECO-G 1.0 100CV BENZ+GPL,0.3984,1494.0,1792.8,2988.0,3585.6,GPL
DACIA,JOGGER 1.0 TCE 100CV BENZ+GPL,0.3742,1403.25,1683.9,2806.5,3367.8,GPL
DACIA,SANDERO 2021 1.0 TCE ECO-G 100CV BENZ+GPL,0.3479,1304.63,1565.55,2609.25,3131.1,GPL
DFSK,GLORY 500 1.5 106CV BENZ+GPL,0.4095,1535.63,1842.75,3071.25,3685.5,GPL
DFSK,GLORY 580 1.5 145CV BENZ+GPL,0.495,1856.25,2227.5,3712.5,4455.0,GPL
DFSK,GLORY IX5 1.5 145CV BENZ+GPL,0.5115,1918.13,2301.75,3836.25,4603.5,GPL
DR,AUTOMOBILES DR 3 2023 1.5 117CV BENZ+GPL,0.415,1556.25,1867.5,3112.5,3735.0,GPL
DR,AUTOMOBILES DR 5.0 1.5 116CV BENZ+GPL,0.4251,1594.13,1912.95,3188.25,3825.9,GPL
DR,AUTOMOBILES DR 5.0 S3 1.5 TURBO 155CV BENZ+GPL,0.4724,1771.5,2125.8,3543.0,4251.6,GPL
DR,AUTOMOBILES DR 6.0 1.5 T 154CV BENZ+GPL,0.5128,1923.0,2307.6,3846.0,4615.2,GPL
EMC,WAVE 3 1.5CVT 150CV BENZ+GPL,0.4617,1731.38,2077.65,3462.75,4155.3,GPL
EMC,WAVE 3 1.5T 113CV BENZ+GPL,0.4339,1627.13,1952.55,3254.25,3905.1,GPL
EVO,EVO 3 1.5 113CV BENZ+GPL,0.406,1522.5,1827.0,3045.0,3654.0,GPL
EVO,EVO 4 1.6 115CV BENZ+GPL,0.4392,1647.0,1976.4,3294.0,3952.8,GPL
EVO,EVO 5 1.5 127CV BENZ+GPL,0.4351,1631.63,1957.95,3263.25,3915.9,GPL
EVO,EVO 7 1.5 174CV BENZ+GPL,0.53,1987.5,2385.0,3975.0,4770.0,GPL
HYUNDAI,BAYON 1.2 84CV BENZ+GPL,0.3961,1485.38,1782.45,2970.75,3564.9,GPL
HYUNDAI,I10 1.0 67CV BENZ+GPL,0.3892,1459.5,1751.4,2919.0,3502.8,GPL
HYUNDAI,I20 1.2 MPI 84CV BENZ+GPL,0.4228,1585.5,1902.6,3171.0,3805.2,GPL
KG,MOBILITY KORANDO 1.5 GDI 163CV 2WD BENZ+GPL,0.5094,1910.25,2292.3,3820.5,4584.6,GPL
KG,MOBILITY KORANDO 1.5 GDI 163CV AWD BENZ+GPL,0.5153,1932.38,2318.85,3864.75,4637.7,GPL
KG,MOBILITY TIVOLI 1.5 GDI 135CV BENZ+GPL,0.4565,1711.88,2054.25,3423.75,4108.5,GPL
KG,MOBILITY TORRES 1.5 T GDI 163CV BENZ+GPL,0.5401,2025.38,2430.45,4050.75,4860.9,GPL
KIA,SPORTAGE 1.6 TGDI 150CV BENZ+GPL,0.5455,2045.63,2454.75,4091.25,4909.5,GPL
MAHINDRA,KUV100 2023 1.2 VVT 87CV BENZ+GPL,0.3905,1464.38,1757.25,2928.75,3514.5,GPL
MITSUBISHI,ASX 1.0 TURBO GPL 100CV MOD 2024,0.4533,1699.88,2039.85,3399.75,4079.7,GPL
MITSUBISHI,COLT 1.0 TURBO GPL 100CV MOD 2024,0.4292,1609.5,1931.4,3219.0,3862.8,GPL
MITSUBISHI,SPACE STAR 1.2 BI-FUEL 71CV MOD 2024,0.3909,1465.88,1759.05,2931.75,3518.1,GPL
RENAULT,CAPTUR 1.0 TCE ECO-G 101CV MOD 2024,0.4224,1584.0,1900.8,3168.0,3801.6,GPL
RENAULT,CLIO 1.0 ECO-G 100CV MOD 2024,0.3926,1472.25,1766.7,2944.5,3533.4,GPL
SPORTEQUIPE,SPORTEQUIPE 5 1.5 154CV BENZ+GPL,0.5788,2170.5,2604.6,4341.0,5209.2,GPL
SPORTEQUIPE,SPORTEQUIPE 6 1.5 154CV BENZ+GPL,0.5944,2229.0,2674.8,4458.0,5349.6,GPL
SPORTEQUIPE,SPORTEQUIPE 6 1.5 160CV BENZ+GPL,0.61,2287.5,2745.0,4575.0,5490.0,GPL
SSANGYONG,KORANDO 2022 1.5 GDI-TURBO 2WD AUT 163CV B+GPL,0.4983,1868.63,2242.35,3737.25,4484.7,GPL
SSANGYONG,KORANDO 2022 1.5 GDI-TURBO AWD 163CV B+GPL,0.5154,1932.75,2319.3,3865.5,4638.6,GPL
ABARTH,595C 1.4 TURBO T-JET 165CV,0.5992,2247.0,2696.4,4494.0,5392.8,Benzina
ABARTH,595 1.4 TURBO T-JET 165CV,0.577,2163.75,2596.5,4327.5,5193.0,Benzina
ABARTH,695 2019 1.4 TURBO T-JET 180CV,0.6286,2357.25,2828.7,4714.5,5657.4,Benzina
ALFA,ROMEO GIULIA 2.0 TURBO Q4 VELOCE 280CV AWD,0.9097,3411.38,4093.65,6822.75,8187.3,Benzina
ALFA,ROMEO STELVIO 2.0 T 280CV,0.9445,3541.88,4250.25,7083.75,8500.5,Benzina
ALPINE,A110 1.8 250CV,0.8751,3281.63,3937.95,6563.25,7875.9,Benzina
ALPINE,A110 1.8 300CV,0.9838,3689.25,4427.1,7378.5,8854.2,Benzina
ASTON,MARTIN VANTAGE 4.0 510CV,1.8372,6889.5,8267.4,13779.0,16534.8,Benzina
AUDI,A1 ALLSTREET 25 TFSI 1.0 95CV,0.5304,1989.0,2386.8,3978.0,4773.6,Benzina
AUDI,A1 ALLSTREET 30 TFSI 1.0 110CV,0.5404,2026.5,2431.8,4053.0,4863.6,Benzina
AUDI,A1 ALLSTREET 30 TFSI S-TRONIC 1.0 110CV,0.5675,2128.13,2553.75,4256.25,5107.5,Benzina
AUDI,A1 ALLSTREET 35 TFSI S-TRONIC 1.5 150CV,0.6093,2284.88,2741.85,4569.75,5483.7,Benzina
AUDI,A1 SPB 25 TFSI 1.0 95CV,0.504,1890.0,2268.0,3780.0,4536.0,Benzina
AUDI,A1 SPB 30 TFSI 1.0 110CV,0.5235,1963.13,2355.75,3926.25,4711.5,Benzina
AUDI,A1 SPB 35 1.5 TFSI S-TRONIC 150CV,0.5787,2170.13,2604.15,4340.25,5208.3,Benzina
AUDI,A3 2020 SPB 30 TFSI 1.0 110CV,0.5532,2074.5,2489.4,4149.0,4978.8,Benzina
AUDI,Q2 30 TFSI 1.0 110CV,0.5456,2046.0,2455.2,4092.0,4910.4,Benzina
AUDI,Q2 35 1.5 TFSI 150CV,0.5836,2188.5,2626.2,4377.0,5252.4,Benzina
AUDI,Q2 35 1.5 TFSI S-TRONIC 150CV,0.594,2227.5,2673.0,4455.0,5346.0,Benzina
AUDI,Q3 35 1.5 TFSI 150CV MY2020,0.6289,2358.38,2830.05,4716.75,5660.1,Benzina
AUDI,Q3 40 2.0 TFSI QUATTRO S-TRONIC 190CV,0.7475,2803.13,3363.75,5606.25,6727.5,Benzina
AUDI,Q3 45 2.0 TFSI QUATTRO S-TRONIC 245CV,0.7963,2986.13,3583.35,5972.25,7166.7,Benzina
AUDI,Q3 RS 2.5 QUATTRO S-TRONIC 400CV,1.0748,4030.5,4836.6,8061.0,9673.2,Benzina
AUDI,Q3 RS SPB 2.5 QUATTRO S-TRONIC 400CV,1.1017,4131.38,4957.65,8262.75,9915.3,Benzina
AUDI,RS4 AVANT 3.0 450CV,1.3383,5018.63,6022.35,10037.25,12044.7,Benzina
AUDI,RS5 2.9 450CV COUPÉ,1.362,5107.5,6129.0,10215.0,12258.0,Benzina
AUDI,S3 SPB 2.0 TFSI 333 CV QUATTRO S-TRONIC,0.8598,3224.25,3869.1,6448.5,7738.2,Benzina
AUDI,S5 CABRIO 3.0 TFSI QUATTRO TIPTR 353CV,1.1927,4472.63,5367.15,8945.25,10734.3,Benzina
AUDI,SQ7 4.0 V8 TFSI QUATTRO TIPTRONIC 507CV,1.4688,5508.0,6609.6,11016.0,13219.2,Benzina
AUDI,SQ8 4.0 TFSI QUATTRO TIPTR 507CV,1.5122,5670.75,6804.9,11341.5,13609.8,Benzina
BMW,216I 1.5 122CV ACTIVE TOURER,0.6289,2358.38,2830.05,4716.75,5660.1,Benzina
BMW,218I 1.5 136CV GRAN COUPÉ,0.6738,2526.75,3032.1,5053.5,6064.2,Benzina
BMW,218I 2022 1.5 136CV ACTIVE TOURER,0.6355,2383.13,2859.75,4766.25,5719.5,Benzina
BMW,220I 2.0 178CV GRAN COUPÉ,0.7245,2716.88,3260.25,5433.75,6520.5,Benzina
BMW,220I 2.0 178CV XDRIVE GRAN COUPÉ,0.7641,2865.38,3438.45,5730.75,6876.9,Benzina
BMW,220I 2.0 184CV COUPÉ,0.7458,2796.75,3356.1,5593.5,6712.2,Benzina
BMW,230I 2.0 245CV COUPÉ,0.7823,2933.63,3520.35,5867.25,7040.7,Benzina
BMW,318I 2.0 156CV MY2023,0.7258,2721.75,3266.1,5443.5,6532.2,Benzina
BMW,320I 2.0 184CV MY2023,0.7737,2901.38,3481.65,5802.75,6963.3,Benzina
BMW,320I 2.0 184CV XDRIVE MY2023,0.8318,3119.25,3743.1,6238.5,7486.2,Benzina
BMW,330I 2.0 245CV XDRIVE MY2023,0.8674,3252.75,3903.3,6505.5,7806.6,Benzina
BMW,420I CABRIO 2021 2.0 184CV,0.8711,3266.63,3919.95,6533.25,7839.9,Benzina
BMW,420I COUPÉ 2.0 184CV,0.7955,2983.13,3579.75,5966.25,7159.5,Benzina
BMW,430I 2021 2.0 245CV GRAN COUPÉ,0.8915,3343.13,4011.75,6686.25,8023.5,Benzina
BMW,M 135 XDRIVE 2.0 300CV MOD 2024,0.8481,3180.38,3816.45,6360.75,7632.9,Benzina
BMW,M2 3.0 460CV COUPE',1.1453,4294.88,5153.85,8589.75,10307.7,Benzina
BMW,M240I 3.0 XDRIVE 374CV COUPÉ,0.9508,3565.5,4278.6,7131.0,8557.2,Benzina
BMW,M3 3.0 480CV MY2023,1.3408,5028.0,6033.6,10056.0,12067.2,Benzina
BMW,M3 3.0 XDRIVE COMPETITION 510CV,1.4413,5404.88,6485.85,10809.75,12971.7,Benzina
BMW,M3 COMPETITION 3.0 510CV,1.3997,5248.88,6298.65,10497.75,12597.3,Benzina
BMW,X1 2022 SDRIVE 18I 1.5 136CV,0.6282,2355.75,2826.9,4711.5,5653.8,Benzina
BMW,X5 M COMPETITION 625CV,1.7724,6646.5,7975.8,13293.0,15951.6,Benzina
BMW,Z4 M40I 3.0 340CV MY2023,1.0306,3864.75,4637.7,7729.5,9275.4,Benzina
BMW,Z4 SDRIVE 20I 2.0 197CV MY2023,0.8096,3036.0,3643.2,6072.0,7286.4,Benzina
CADILLAC,ESCALADE 2022 6.2 V8 AWD 426CV,1.6636,6238.5,7486.2,12477.0,14972.4,Benzina
CADILLAC,XT4 350T 2.0 AWD 230CV,0.7841,2940.38,3528.45,5880.75,7056.9,Benzina
CIRELLI,MOTOR COMPANY CIRELLI 2 1.5 116CV,0.4965,1861.88,2234.25,3723.75,4468.5,Benzina
CIRELLI,MOTOR COMPANY CIRELLI 3 1.5T 133CV,0.5746,2154.75,2585.7,4309.5,5171.4,Benzina
CIRELLI,MOTOR COMPANY CIRELLI 4 1.5T 177CV,0.6115,2293.13,2751.75,4586.25,5503.5,Benzina
CIRELLI,MOTOR COMPANY CIRELLI 4 PLUS 1.5T 184CV,0.6282,2355.75,2826.9,4711.5,5653.8,Benzina
CIRELLI,MOTOR COMPANY CIRELLI 9 1.5T 177CV,0.6591,2471.63,2965.95,4943.25,5931.9,Benzina
CIRELLI,MOTOR COMPANY CIRELLI SPORT COUPÉ 1.5T 137CV,0.6291,2359.13,2830.95,4718.25,5661.9,Benzina
CITROEN,C3 1.2 100 CV MOD 2024,0.42,1575.0,1890.0,3150.0,3780.0,Benzina
CITROEN,C3 AIRCROSS 1.2 PURETECH 100 CV MOD 2024,0.4539,1702.13,2042.55,3404.25,4085.1,Benzina
CITROEN,C4 2020 1.2 PURETECH 100CV,0.5083,1906.13,2287.35,3812.25,4574.7,Benzina
CITROEN,C4 2020 1.2 PURETECH 130CV,0.5192,1947.0,2336.4,3894.0,4672.8,Benzina
CITROEN,C4 2020 1.2 PURETECH AUT 130CV,0.5472,2052.0,2462.4,4104.0,4924.8,Benzina
CITROEN,C4-X 1.2 PURETECH 100CV,0.4974,1865.25,2238.3,3730.5,4476.6,Benzina
CITROEN,C4-X 1.2 PURETECH 130CV,0.54,2025.0,2430.0,4050.0,4860.0,Benzina
CITROEN,C5 AIRCROSS 1.2 PURETECH 130CV,0.5486,2057.25,2468.7,4114.5,4937.4,Benzina
CITROEN,C5-X 1.2 PURETECH 130CV,0.5859,2197.13,2636.55,4394.25,5273.1,Benzina
CUPRA,ATECA 1.5 TSI 150CV,0.6415,2405.63,2886.75,4811.25,5773.5,Benzina
CUPRA,ATECA 2.0 TSI 4DRIVE 300CV,0.8516,3193.5,3832.2,6387.0,7664.4,Benzina
CUPRA,FORMENTOR 2.0 TSI 4DRIVE 333CV,0.8773,3289.88,3947.85,6579.75,7895.7,Benzina
CUPRA,FORMENTOR 2020 1.5 TSI 150CV,0.6145,2304.38,2765.25,4608.75,5530.5,Benzina
CUPRA,LEON 2.0 TSI DSG 300CV MOD 2024,0.7808,2928.0,3513.6,5856.0,7027.2,Benzina
CUPRA,TERRAMAR 2.0 TSI 4DRIVE 265CV MOD 2024,0.8454,3170.25,3804.3,6340.5,7608.6,Benzina
DACIA,JOGGER 1.0 TCE 110CV,0.4224,1584.0,1900.8,3168.0,3801.6,Benzina
DACIA,SANDERO 2021 1.0 SCE 65CV,0.3816,1431.0,1717.2,2862.0,3434.4,Benzina
DACIA,SANDERO 2021 1.0 TCE 90CV,0.3935,1475.63,1770.75,2951.25,3541.5,Benzina
DACIA,SANDERO 2023 1.0 TCE 110CV,0.4371,1639.13,1966.95,3278.25,3933.9,Benzina
DFSK,GLORY 580 1.5 145CV,0.6044,2266.5,2719.8,4533.0,5439.6,Benzina
DFSK,GLORY IX5 1.5 145CV,0.626,2347.5,2817.0,4695.0,5634.0,Benzina
DR,AUTOMOBILES DR 3 2023 1.5 117CV,0.4666,1749.75,2099.7,3499.5,4199.4,Benzina
DR,AUTOMOBILES DR 5.0 1.5 116CV,0.4853,1819.88,2183.85,3639.75,4367.7,Benzina
DR,AUTOMOBILES DR 5.0 S3 1.5 T 155CV,0.5304,1989.0,2386.8,3978.0,4773.6,Benzina
DR,AUTOMOBILES DR 6.0 1.5 T 154CV,0.5752,2157.0,2588.4,4314.0,5176.8,Benzina
DS,DS3 2022 PURETECH 1.2 100CV,0.5445,2041.88,2450.25,4083.75,4900.5,Benzina
DS,DS3 2022 PURETECH 1.2 AUT 130CV,0.5923,2221.13,2665.35,4442.25,5330.7,Benzina
DS,DS4 1.2 PURETECH AUT 120CV MOD 2024,0.6367,2387.63,2865.15,4775.25,5730.3,Benzina
EVO,EVO 3 1.5 113CV,0.4469,1675.88,2011.05,3351.75,4022.1,Benzina
EVO,EVO 4 1.6 115CV,0.5018,1881.75,2258.1,3763.5,4516.2,Benzina
EVO,EVO 5 1.5 127CV,0.4946,1854.75,2225.7,3709.5,4451.4,Benzina
EVO,EVO 7 1.5 174CV,0.5775,2165.63,2598.75,4331.25,5197.5,Benzina
FERRARI,812 SUPERFAST 6.5 800CV,3.1307,11740.13,14088.15,23480.25,28176.3,Benzina
FERRARI,F8 TRIBUTO 4.0 720CV,2.516,9435.0,11322.0,18870.0,22644.0,Benzina
FERRARI,PORTOFINO 3.9 600CV,2.1854,8195.25,9834.3,16390.5,19668.6,Benzina
FERRARI,ROMA 3.9 V8 620CV,2.1869,8200.88,9841.05,16401.75,19682.1,Benzina
FORD,BRONCO 2.7 ECOBOOST 335CV,1.1599,4349.63,5219.55,8699.25,10439.1,Benzina
FORD,KUGA 2024 1.5 ECOBOOST 150CV,0.5942,2228.25,2673.9,4456.5,5347.8,Benzina
FORD,MUSTANG CONVERTIBLE 5.0 V8 446CV CABRIO,1.043,3911.25,4693.5,7822.5,9387.0,Benzina
FORD,MUSTANG FASTBACK 5.0 V8 446CV COUPÉ,1.0023,3758.63,4510.35,7517.25,9020.7,Benzina
FORD,TOURNEO COURIER 1.0 125CV MOD 2024,0.523,1961.25,2353.5,3922.5,4707.0,Benzina
GIOTTI,VICTORIA V5 1.5 116CV,0.4954,1857.75,2229.3,3715.5,4458.6,Benzina
GIOTTI,VICTORIA V6 1.5T 184CV,0.6181,2317.88,2781.45,4635.75,5562.9,Benzina
HONDA,CIVIC 2.0 TYPE-R 330CV,0.8841,3315.38,3978.45,6630.75,7956.9,Benzina
HYUNDAI,BAYON 1.0 T-GDI 100CV MOD 2024,0.4672,1752.0,2102.4,3504.0,4204.8,Benzina
HYUNDAI,I10 MPI 1.0 63CV MOD 2024,0.4206,1577.25,1892.7,3154.5,3785.4,Benzina
HYUNDAI,I10 T-GDI 1.0 90CV MOD 2024,0.4484,1681.5,2017.8,3363.0,4035.6,Benzina
HYUNDAI,I20 1.0 T-GDI 100CV MOD 2024,0.4702,1763.25,2115.9,3526.5,4231.8,Benzina
HYUNDAI,I20 1.2 MPI 84CV,0.4534,1700.25,2040.3,3400.5,4080.6,Benzina
HYUNDAI,I30 1.0 T-GDI 100CV MOD 2024,0.5331,1999.13,2398.95,3998.25,4797.9,Benzina
HYUNDAI,KONA 1.0 T-GDI 100CV MOD 2024,0.4983,1868.63,2242.35,3737.25,4484.7,Benzina
HYUNDAI,KONA 1.6 T-GDI DCT 138CV MOD 2024,0.5864,2199.0,2638.8,4398.0,5277.6,Benzina
JAECOO,JAECOO 7 1.6 150CV,0.6256,2346.0,2815.2,4692.0,5630.4,Benzina
JAGUAR,F-TYPE CONVERTIBILE 2.0 300CV AUT,1.0793,4047.38,4856.85,8094.75,9713.7,Benzina
JAGUAR,F-TYPE CONVERTIBILE 5.0 V8 450CV AUT,1.4035,5263.13,6315.75,10526.25,12631.5,Benzina
JAGUAR,F-TYPE CONVERTIBILE 5.0 V8 450CV AUT AWD,1.4585,5469.38,6563.25,10938.75,13126.5,Benzina
JAGUAR,F-TYPE COUPÈ 2.0 300CV AUT,1.019,3821.25,4585.5,7642.5,9171.0,Benzina
JAGUAR,F-TYPE COUPÈ 5.0 V8 450CV AUT,1.3417,5031.38,6037.65,10062.75,12075.3,Benzina
JAGUAR,F-TYPE COUPÈ 5.0 V8 450CV AUT AWD,1.4075,5278.13,6333.75,10556.25,12667.5,Benzina
JAGUAR,XE 2019 2.0 250CV AUT,0.8472,3177.0,3812.4,6354.0,7624.8,Benzina
JAGUAR,XF 2.0 250CV AUT,0.9264,3474.0,4168.8,6948.0,8337.6,Benzina
JEEP,AVENGER 1.2 T 100CV,0.4927,1847.63,2217.15,3695.25,4434.3,Benzina
KG,MOBILITY KORANDO 1.5 GDI 163CV 2WD,0.5542,2078.25,2493.9,4156.5,4987.8,Benzina
KG,MOBILITY KORANDO 1.5 GDI 163CV 4WD,0.5838,2189.25,2627.1,4378.5,5254.2,Benzina
KG,MOBILITY TIVOLI 1.5 GDI 135CV,0.5133,1924.88,2309.85,3849.75,4619.7,Benzina
KG,MOBILITY TORRES 1.5 T GDI 2WD 163CV,0.6115,2293.13,2751.75,4586.25,5503.5,Benzina
KG,MOBILITY TORRES 1.5 T GDI 4WD 163CV,0.6948,2605.5,3126.6,5211.0,6253.2,Benzina
KIA,CEED 2022 1.6 T-GDI 204CV,0.6465,2424.38,2909.25,4848.75,5818.5,Benzina
KIA,CEED SW 1.0 T-GDI 100CV MOD 2024,0.5181,1942.88,2331.45,3885.75,4662.9,Benzina
KIA,PICANTO 2024 1.0 63CV,0.4165,1561.88,1874.25,3123.75,3748.5,Benzina
KIA,PICANTO 2024 1.2 79CV,0.4542,1703.25,2043.9,3406.5,4087.8,Benzina
KIA,STONIC 1.2 MPI 79CV,0.4486,1682.25,2018.7,3364.5,4037.4,Benzina
KIA,XCEED 1.0 T-GDI 100CV MOD 2024,0.4919,1844.63,2213.55,3689.25,4427.1,Benzina
LAMBORGHINI,AVENTADOR S 6.5 V12 740CV COUPÉ,3.4917,13093.88,15712.65,26187.75,31425.3,Benzina
LAMBORGHINI,AVENTADOR S 6.5 V12 ROADSTER 740CV SPIDER,3.7888,14208.0,17049.6,28416.0,34099.2,Benzina
LAMBORGHINI,HURACAN 5.2 V10 EVO 640CV COUPÉ,2.4719,9269.63,11123.55,18539.25,22247.1,Benzina
LAMBORGHINI,HURACAN 5.2 V10 EVO 640CV SPIDER,2.6573,9964.88,11957.85,19929.75,23915.7,Benzina
LAMBORGHINI,URUS 4.0 650CV,2.5195,9448.13,11337.75,18896.25,22675.5,Benzina
LEXUS,LC CABRIO 5.0 V8 464CV,1.6779,6292.13,7550.55,12584.25,15101.1,Benzina
LEXUS,LC COUPÉ 5.0 V8 477CV,1.5659,5872.13,7046.55,11744.25,14093.1,Benzina
LEXUS,RC 5.0 V8 464,1.344,5040.0,6048.0,10080.0,12096.0,Benzina
LOTUS,EMIRA 2.0 T 365 CV COUPE,1.2213,4579.88,5495.85,9159.75,10991.7,Benzina
MAHINDRA,KUV100 1.2 VVT 87CV,0.4259,1597.13,1916.55,3194.25,3833.1,Benzina
MASERATI,GRANCABRIO 3.0 V6 550CV CABRIO,2.3999,8999.63,10799.55,17999.25,21599.1,Benzina
MASERATI,GRECALE 3.0 V6 530CV,1.4816,5556.0,6667.2,11112.0,13334.4,Benzina
MAZDA,2 SKYACTIV-G 1.5 75CV,0.4423,1658.63,1990.35,3317.25,3980.7,Benzina
MAZDA,MX-5 SKYACTIVE 2.0L 184CV,0.6608,2478.0,2973.6,4956.0,5947.2,Benzina
MAZDA,MX-5 SKYACTIVE-G 1.5 132CV,0.6079,2279.63,2735.55,4559.25,5471.1,Benzina
MERCEDES,A 45S AMG 2023 4MATIC+ 2.0 421CV,0.9945,3729.38,4475.25,7458.75,8950.5,Benzina
MERCEDES,CLA 45 S AMG 2.0 420CV,1.1041,4140.38,4968.45,8280.75,9936.9,Benzina
MERCEDES,GLA 45S 2.0 4MATIC AMG 421CV,1.115,4181.25,5017.5,8362.5,10035.0,Benzina
MERCEDES,GT 63 4.0 4MATIC 585CV,2.2087,8282.63,9939.15,16565.25,19878.3,Benzina
MERCEDES,SL 55 AMG 4.0 476CV,2.1452,8044.5,9653.4,16089.0,19306.8,Benzina
MERCEDES,SL 63 AMG 4.0 585CV,2.2168,8313.0,9975.6,16626.0,19951.2,Benzina
MG,HS 1.5 T-GDI 160CV,0.5389,2020.88,2425.05,4041.75,4850.1,Benzina
MG,ZS 1.0T-GDI 111CV,0.4735,1775.63,2130.75,3551.25,4261.5,Benzina
MG,ZS 1.5 VTI 106CV,0.4481,1680.38,2016.45,3360.75,4032.9,Benzina
MINI,MINI COOPER C 2024 1.5 156CV,0.5728,2148.0,2577.6,4296.0,5155.2,Benzina
MINI,MINI COOPER S 2024 2.0 204CV,0.6023,2258.63,2710.35,4517.25,5420.7,Benzina
MITSUBISHI,ASX 2024 1.0L 90CV,0.4832,1812.0,2174.4,3624.0,4348.8,Benzina
MITSUBISHI,COLT 2024 1.0L 65CV,0.4393,1647.38,1976.85,3294.75,3953.7,Benzina
MITSUBISHI,COLT 2024 1.0L TURBO 90CV,0.466,1747.5,2097.0,3495.0,4194.0,Benzina
MITSUBISHI,SPACE STAR 1.2 71CV MOD 2024,0.4102,1538.25,1845.9,3076.5,3691.8,Benzina
NISSAN,JUKE 2020 1.0 DIG-T 114CV,0.4654,1745.25,2094.3,3490.5,4188.6,Benzina
NISSAN,TOWNSTAR 1.3 130CV,0.5846,2192.25,2630.7,4384.5,5261.4,Benzina
OPEL,ASTRA 2022 1.2 T 110CV,0.5168,1938.0,2325.6,3876.0,4651.2,Benzina
OPEL,ASTRA 2022 1.2 T 130CV,0.5317,1993.88,2392.65,3987.75,4785.3,Benzina
OPEL,CORSA 2019 1.2 100CV,0.4577,1716.38,2059.65,3432.75,4119.3,Benzina
OPEL,CORSA 2019 1.2 75CV,0.4396,1648.5,1978.2,3297.0,3956.4,Benzina
OPEL,GRANDLAND X 1.2T 130CV,0.5536,2076.0,2491.2,4152.0,4982.4,Benzina
OPEL,MOKKA 2020 1.2 T 100CV,0.481,1803.75,2164.5,3607.5,4329.0,Benzina
OPEL,MOKKA 2020 1.2 T 130CV,0.5031,1886.63,2263.95,3773.25,4527.9,Benzina
OPEL,MOKKA 2020 1.2T 136CV,0.5036,1888.5,2266.2,3777.0,4532.4,Benzina
PEUGEOT,2008 1.2 2020 PURETECH 100 100 CV,0.5132,1924.5,2309.4,3849.0,4618.8,Benzina
PEUGEOT,208 1.2 PURETECH 100CV MOD 2024,0.4627,1735.13,2082.15,3470.25,4164.3,Benzina
PEUGEOT,208 1.2 PURETECH 75CV MOD 2024,0.4583,1718.63,2062.35,3437.25,4124.7,Benzina
PEUGEOT,308 2021 1.2 PURETECH 130CV,0.5383,2018.63,2422.35,4037.25,4844.7,Benzina
PEUGEOT,408 PURETECH 1.2 130CV,0.5758,2159.25,2591.1,4318.5,5182.2,Benzina
PEUGEOT,5008 1.6 PURETECH TURBO 130CV,0.5919,2219.63,2663.55,4439.25,5327.1,Benzina
PEUGEOT,508 PURETECH TURBO 1.2 130CV,0.6513,2442.38,2930.85,4884.75,5861.7,Benzina
PEUGEOT,508 STATION 1.2 T S&S 130CV,0.6613,2479.88,2975.85,4959.75,5951.7,Benzina
PORSCHE,718 BOXSTER 2.0 300CV,0.9973,3739.88,4487.85,7479.75,8975.7,Benzina
PORSCHE,718 BOXSTER GTS 4.0 400CV,1.3207,4952.63,5943.15,9905.25,11886.3,Benzina
PORSCHE,718 BOXSTER S 2.5 350CV,1.1406,4277.25,5132.7,8554.5,10265.4,Benzina
PORSCHE,718 CAYMAN 2.0 300CV,0.9815,3680.63,4416.75,7361.25,8833.5,Benzina
PORSCHE,718 CAYMAN GTS 4.0 400CV,1.3048,4893.0,5871.6,9786.0,11743.2,Benzina
PORSCHE,718 CAYMAN S 2.5 350CV,1.1247,4217.63,5061.15,8435.25,10122.3,Benzina
PORSCHE,911 CARRERA 3.0 385CV CABRIO,1.6716,6268.5,7522.2,12537.0,15044.4,Benzina
PORSCHE,911 CARRERA T 3.0 385CV COUPÉ,1.64,6150.0,7380.0,12300.0,14760.0,Benzina
PORSCHE,CAYENNE 3.0 V6 353CV,1.2827,4810.13,5772.15,9620.25,11544.3,Benzina
PORSCHE,CAYENNE 4.0 V8 TURBO S 475CV,1.4837,5563.88,6676.65,11127.75,13353.3,Benzina
PORSCHE,MACAN 2.0 265CV,1.0426,3909.75,4691.7,7819.5,9383.4,Benzina
PORSCHE,MACAN 2.9 S 380CV,1.1987,4495.13,5394.15,8990.25,10788.3,Benzina
